1, 0.0030000000000000027
2, 0.008000000000000007
3, 0.0040000000000000036
4, 0.008000000000000007
5, 0.006000000000000005
6, 0.006000000000000005
7, 0.0050000000000000044
8, 0.014000000000000012
9, 0.0040000000000000036
10, 0.008000000000000007
11, 0.006000000000000005
12, 0.0040000000000000036
13, 0.0050000000000000044
14, 0.006000000000000005
15, 0.007000000000000006
16, 0.008000000000000007
17, 0.0050000000000000044
18, 0.0030000000000000027
19, 0.0040000000000000036
20, 0.006000000000000005
21, 0.008000000000000007
22, 0.007000000000000006
23, 0.01100000000000001
24, 0.008000000000000007
25, 0.008000000000000007
26, 0.0040000000000000036
27, 0.006000000000000005
28, 0.008000000000000007
29, 0.006000000000000005
30, 0.008000000000000007
31, 0.006000000000000005
32, 0.006000000000000005
33, 0.006000000000000005
34, 0.0040000000000000036
35, 0.007000000000000006
36, 0.007000000000000006
37, 0.009000000000000008
38, 0.007000000000000006
39, 0.0040000000000000036
41, 0.0050000000000000044
42, 0.0050000000000000044
43, 0.015000000000000013
44, 0.008000000000000007
45, 0.008000000000000007
46, 0.0050000000000000044
47, 0.006000000000000005
48, 0.008000000000000007
49, 0.008000000000000007
50, 0.008000000000000007
51, 0.006000000000000005
52, 
