2, 0.0030000000000000027
3, 0.0020000000000000018
4, 0.0030000000000000027
5, 0.0020000000000000018
6, 0.0030000000000000027
7, 0.006000000000000005
8, 0.0040000000000000036
9, 0.0020000000000000018
10, 0.0030000000000000027
11, 0.0050000000000000044
12, 0.0020000000000000018
13, 0.0020000000000000018
14, 0.0040000000000000036
15, 0.0040000000000000036
16, 0.0030000000000000027
17, 0.0020000000000000018
18, 0.0020000000000000018
19, 0.0040000000000000036
20, 0.007000000000000006
21, 0.0030000000000000027
22, 0.0040000000000000036
23, 0.0020000000000000018
24, 0.0040000000000000036
25, 0.006000000000000005
26, 0.0040000000000000036
27, 0.0040000000000000036
28, 0.0040000000000000036
29, 0.0020000000000000018
30, 
