0, 0.008000000000000007
1, 0.03400000000000003
2, 0.039000000000000035
3, 0.025000000000000022
4, 0.039000000000000035
5, 0.009000000000000008
6, 0.013000000000000012
7, 0.01100000000000001
8, 0.01100000000000001
9, 0.016000000000000014
10, 0.031000000000000028
11, 0.018000000000000016
12, 0.008000000000000007
13, 0.02400000000000002
14, 0.01100000000000001
15, 0.02100000000000002
16, 0.039000000000000035
17, 0.028000000000000025
18, 0.016000000000000014
19, 0.016000000000000014
20, 0.05800000000000005
21, 0.03700000000000003
22, 0.05300000000000005
23, 0.04300000000000004
24, 0.04300000000000004
25, 0.07199999999999995
26, 0.009000000000000008
27, 0.013000000000000012
28, 0.031000000000000028
29, 0.016000000000000014
30, 0.039000000000000035
31, 0.07199999999999995
32, 0.019000000000000017
33, 0.03400000000000003
34, 0.008000000000000007
35, 0.009000000000000008
36, 0.026000000000000023
37, 0.041000000000000036
38, 0.031000000000000028
39, 0.017000000000000015
41, 0.01100000000000001
42, 0.019000000000000017
43, 0.05600000000000005
44, 0.03500000000000003
45, 0.039000000000000035
46, 0.01200000000000001
47, 0.01100000000000001
48, 0.03500000000000003
49, 0.03700000000000003
50, 0.03600000000000003
51, 0.027000000000000024
52, 0.01100000000000001
53, 0.026000000000000023
54, 0.03400000000000003
55, 0.010000000000000009
56, 0.013000000000000012
57, 0.08099999999999996
58, 0.016000000000000014
59, 0.01100000000000001
60, 0.015000000000000013
61, 0.015000000000000013
62, 0.03500000000000003
63, 0.020000000000000018
